date,price,bedrooms,bathrooms,area_living_m2,area_lot_m2,floors,waterfront,condition,area_above_m2,area_basement_m2,yr_built,yr_renovated,city,country
2014-05-05,823000.0,6.0,1.75,271.27676,464.515,2.5,0,4,258.27034,13.00642,1908,1908,Seattle,USA
2014-05-05,770000.0,3.0,2.0,218.32205,529.5471,1.5,0,4,168.15443,50.16762,1939,1989,Seattle,USA
2014-05-05,524000.0,3.0,1.75,144.92868,512.82456,1.0,0,4,72.46433999999999,72.46433999999999,1944,1944,Seattle,USA
2014-05-05,541125.0,5.0,2.75,254.55422,782.800678,1.0,0,4,127.27711,127.27711,1960,2001,Bellevue,USA
2014-05-05,670000.0,3.0,2.5,156.07704,185.806,3.0,0,3,156.07704,0.0,1909,1998,Seattle,USA
2014-05-05,384900.0,5.0,2.5,287.07027,1184.51325,1.0,0,3,162.58025,124.49002,1968,1997,Federal Way,USA
2014-05-05,406100.0,3.0,2.25,130.99323,123.746796,3.0,0,3,130.99323,0.0,2005,2005,Seattle,USA
2014-05-05,1395000.0,5.0,3.5,372.54103,790.60453,2.0,0,5,264.77355,107.76748,1971,1971,Seattle,USA
2014-05-05,736500.0,4.0,2.5,295.43154,2034.947312,2.0,0,3,295.43154,0.0,2000,2000,Renton,USA
2014-05-05,570000.0,3.0,2.25,186.73503,557.418,1.0,0,3,123.56099,63.17404,1975,1975,Redmond,USA
2014-05-05,787000.0,3.0,1.75,123.56099,696.7725,1.0,0,3,123.56099,0.0,1961,2004,Bellevue,USA
2014-05-05,328000.0,4.0,2.5,220.18011,603.8695,2.0,0,3,220.18011,0.0,1998,2006,Auburn,USA
2014-05-05,435000.0,5.0,2.0,170.94152,858.42372,1.0,0,4,143.07062,27.8709,1942,1958,Seattle,USA
2014-05-05,499000.0,4.0,2.5,270.34773,601.918537,2.0,0,3,270.34773,0.0,2006,2006,Snoqualmie,USA
2014-05-05,501000.0,4.0,1.0,192.30921,698.537657,1.0,0,3,107.76748,84.54173,1963,2008,Bellevue,USA
2014-05-05,1090000.0,4.0,2.5,403.19902,13152.27771,2.5,0,3,403.19902,0.0,1992,1992,Redmond,USA
2014-05-05,400000.0,2.0,1.0,78.03852,511.89553,1.0,0,3,78.03852,0.0,1955,2005,Seattle,USA
2014-05-05,220000.0,4.0,1.5,115.19972,891.8688,1.0,0,3,115.19972,0.0,1971,1971,Federal Way,USA
2014-05-05,657100.0,4.0,1.0,129.13517,393.90872,1.0,0,3,97.54815,31.58702,1924,2011,Seattle,USA
2014-05-05,309950.0,4.0,2.75,214.60593,464.515,2.0,0,3,214.60593,0.0,2006,2006,Maple Valley,USA
2014-05-05,300000.0,3.0,2.0,97.54815,935.719016,1.0,0,3,97.54815,0.0,1986,1986,Duvall,USA
2014-05-05,525888.0,5.0,1.75,236.90265,6677.310222,1.0,0,5,168.15443,68.74822,1960,1960,Issaquah,USA
2014-05-05,740000.0,4.0,1.75,186.73503,334.4508,1.5,0,3,186.73503,0.0,1902,1902,Seattle,USA
2014-05-05,340000.0,5.0,1.0,104.05136,838.170866,1.5,0,4,104.05136,0.0,1962,1962,Kirkland,USA
2014-05-05,398750.0,3.0,2.5,207.17369,371.612,2.0,0,3,207.17369,0.0,1954,2005,Seattle,USA
2014-05-05,206000.0,2.0,1.0,75.25143,664.999674,1.0,0,5,75.25143,0.0,1944,1944,Burien,USA
2014-05-05,1030000.0,5.0,2.75,296.36057,1571.91876,1.0,0,3,157.00607,139.3545,1976,1976,Bellevue,USA
2014-05-05,600000.0,3.0,1.75,155.14801,3682.582017,1.0,0,4,155.14801,0.0,1976,1992,Sammamish,USA
2014-05-05,379950.0,4.0,1.75,183.01891,872.266267,1.0,0,5,105.90942,77.10949,1960,1960,Shoreline,USA
2014-05-05,287000.0,3.0,1.0,134.70935,557.418,1.0,0,4,134.70935,0.0,1953,1983,Seattle,USA
2014-05-05,2280000.0,7.0,8.0,1257.90662,28591.084056,3.0,0,3,874.21723,383.68939,1999,1999,Redmond,USA
2014-05-05,309950.0,3.0,2.5,174.65764,728.173714,2.0,0,3,174.65764,0.0,1994,1994,Renton,USA
2014-05-05,600000.0,3.0,1.75,174.65764,590.86308,1.0,0,4,96.61912,78.03852,1945,1945,Seattle,USA
2014-05-05,418000.0,3.0,2.0,130.99323,560.20509,1.5,0,4,130.99323,0.0,1930,1930,Seattle,USA
2014-05-05,449250.0,4.0,2.0,137.49644,357.119132,1.5,0,5,137.49644,0.0,1928,1970,Seattle,USA
2014-05-05,329950.0,2.0,1.0,105.90942,487.74075,1.5,0,4,105.90942,0.0,1949,1985,Seattle,USA
2014-05-05,245000.0,3.0,1.75,178.37376,864.5553179999999,1.0,0,3,92.903,85.47076,1984,1984,Auburn,USA
2014-05-05,549000.0,4.0,2.5,270.34773,588.819214,2.0,0,3,270.34773,0.0,2008,2008,Renton,USA
2014-05-05,800000.0,3.0,2.5,301.00572,729.938871,2.0,0,3,301.00572,0.0,1994,1994,Sammamish,USA
2014-05-05,249950.0,3.0,2.0,143.99965,1397.26112,1.0,0,4,143.99965,0.0,1958,1972,Renton,USA
2014-05-05,210000.0,5.0,2.0,190.45115,947.6106,1.0,0,3,132.85129,57.59986,1956,2001,Des Moines,USA
2014-05-05,1425000.0,2.0,2.5,206.24466,371.612,2.0,0,3,206.24466,0.0,2000,2000,Seattle,USA
2014-05-05,585000.0,2.0,1.0,164.43831,802.68192,1.5,0,3,141.21256,23.22575,1949,1998,Seattle,USA
2014-05-05,615000.0,4.0,1.75,213.6769,1086.9651,1.0,0,4,182.08988,31.58702,1977,1977,Redmond,USA
2014-05-05,618500.0,3.0,2.0,167.2254,464.515,1.0,0,4,100.33524,66.89016,1942,1982,Seattle,USA
2014-05-05,487585.0,4.0,1.75,186.73503,855.729533,1.0,0,3,136.56741,50.16762,1977,2004,Kirkland,USA
2014-05-05,509900.0,3.0,2.5,166.29637,250.8381,2.0,0,3,166.29637,0.0,2010,2010,Issaquah,USA
2014-05-05,631625.0,4.0,2.5,226.68332,617.8978529999999,2.0,0,3,226.68332,0.0,2014,2014,Seattle,USA
2014-05-05,555000.0,3.0,2.5,180.23182,298.311533,2.0,0,3,180.23182,0.0,2009,2009,Issaquah,USA
2014-05-05,340000.0,2.0,1.5,107.76748,133.594514,2.0,0,3,107.76748,0.0,2001,2001,Seattle,USA
2014-05-05,830000.0,4.0,2.5,315.8702,900.415876,2.0,0,3,315.8702,0.0,2007,2007,Redmond,USA
2014-05-05,890000.0,4.0,4.25,410.63126,534.19225,2.0,0,3,316.79923,93.83203,2006,2006,Issaquah,USA
2014-05-05,366750.0,3.0,3.0,145.950613,187.385351,3.0,0,3,145.950613,0.0,2008,2008,Seattle,USA
2014-05-05,415000.0,3.0,2.25,150.50286,92.717194,2.5,0,3,143.07062,7.43224,2010,2010,Issaquah,USA
2014-05-05,416286.0,3.0,2.5,130.807424,91.881067,3.0,0,3,130.807424,0.0,2005,2005,Seattle,USA
2014-05-05,478000.0,3.0,2.5,282.42512,421.315105,2.0,0,3,282.42512,0.0,2007,2007,Renton,USA
2014-05-05,890000.0,5.0,3.5,417.13447,557.418,2.0,0,3,297.2896,119.84487,2006,2006,Issaquah,USA
2014-05-05,419190.0,2.0,2.5,147.71577,132.479678,2.0,0,3,147.71577,0.0,2014,2014,Issaquah,USA
2014-05-05,712198.0,4.0,2.5,227.61235,394.559041,2.0,0,3,227.61235,0.0,2013,1923,Redmond,USA
2014-05-06,397000.0,4.0,2.0,133.78032,713.49504,1.0,0,3,111.4836,22.29672,1971,1971,Kirkland,USA
2014-05-06,450000.0,2.0,2.0,102.1933,278.709,1.5,0,3,102.1933,0.0,1912,2005,Seattle,USA
2014-05-06,353000.0,3.0,1.0,125.41905,719.06922,1.0,0,4,79.89658,45.52247,1947,1988,Seattle,USA
2014-05-06,609000.0,4.0,2.5,199.74145,3528.548843,2.0,0,3,199.74145,0.0,1985,1985,Redmond,USA
2014-05-06,234000.0,3.0,1.75,138.42547,777.226498,1.0,0,4,93.83203,44.59344,1975,1975,Covington,USA
2014-05-06,561000.0,3.0,2.0,185.806,650.321,2.0,0,3,185.806,0.0,1916,1986,Seattle,USA
2014-05-06,469000.0,2.0,1.0,95.69009,408.7732,1.0,0,3,95.69009,0.0,1924,2011,Seattle,USA
2014-05-06,329350.0,2.0,1.0,66.89016,621.242361,1.0,0,3,66.89016,0.0,1942,1999,Seattle,USA
2014-05-06,488000.0,5.0,2.0,187.66406,464.515,1.5,0,4,187.66406,0.0,1938,1938,Seattle,USA
2014-05-06,279900.0,3.0,1.75,146.78674,757.252353,1.0,0,4,102.1933,44.59344,1962,1962,Des Moines,USA
2014-05-06,606000.0,4.0,2.5,196.02533,1286.70655,2.0,0,3,196.02533,0.0,1987,2000,Issaquah,USA
2014-05-06,312000.0,4.0,2.0,120.7739,655.337762,1.0,0,3,120.7739,0.0,1950,2013,Seattle,USA
2014-05-06,650000.0,3.0,1.5,151.43189,694.449925,1.0,0,3,107.76748,43.66441,1940,1996,Seattle,USA
2014-05-06,1135000.0,4.0,2.75,313.08311,752.793009,1.0,0,3,183.01891,130.0642,1970,2014,Seattle,USA
2014-05-06,325000.0,4.0,2.5,175.58667,571.910868,1.0,0,3,91.04494,84.54173,1980,1980,Seattle,USA
2014-05-06,425000.0,4.0,2.0,141.21256,741.644649,1.0,0,5,141.21256,0.0,1967,1967,Inglewood-Finn Hill,USA
2014-05-06,219000.0,2.0,1.0,83.6127,479.37948,1.0,0,3,83.6127,0.0,1952,2008,Seattle,USA
2014-05-06,250000.0,3.0,1.0,97.54815,638.615222,1.0,0,3,97.54815,0.0,1954,2005,Shoreline,USA
2014-05-06,390000.0,3.0,1.75,117.05778,603.8695,1.0,0,4,117.05778,0.0,1966,1966,Bellevue,USA
2014-05-06,475000.0,6.0,3.0,322.37341,10926.507636,1.5,0,3,322.37341,0.0,1924,2011,Kenmore,USA
2014-05-06,736000.0,4.0,2.5,212.74787,1119.202441,2.0,0,4,212.74787,0.0,1988,1988,Bellevue,USA
2014-05-06,407000.0,4.0,2.25,261.05743,2173.9302,1.0,0,3,158.86413,102.1933,1958,2004,Des Moines,USA
2014-05-06,272000.0,3.0,2.5,153.28995,1283.547848,2.0,0,3,153.28995,0.0,1998,2006,Carnation,USA
2014-05-06,362000.0,3.0,2.25,152.36092,1335.387722,1.0,0,4,105.90942,46.4515,1963,1963,Burien,USA
2014-05-06,535000.0,3.0,2.5,171.87055,939.156427,2.0,0,3,171.87055,0.0,1991,1991,Kirkland,USA
2014-05-06,284000.0,4.0,2.5,185.806,500.74717,2.0,0,3,185.806,0.0,2003,2003,Kent,USA
2014-05-06,367500.0,3.0,1.5,130.99323,896.235241,1.0,0,3,130.99323,0.0,1961,2004,Shoreline,USA
2014-05-06,379900.0,4.0,1.75,139.3545,1077.6748,1.0,0,4,92.903,46.4515,1955,2009,Kenmore,USA
2014-05-06,520000.0,3.0,2.5,228.54138,5098.981155,2.0,0,4,228.54138,0.0,1980,1980,Renton,USA
2014-05-06,175000.0,3.0,1.0,93.83203,653.479702,1.0,0,3,93.83203,0.0,1954,2005,Renton,USA
2014-05-06,460000.0,2.0,2.25,114.27069,86.306887,2.0,0,3,94.76106,19.50963,2004,2003,Seattle,USA
2014-05-06,345000.0,4.0,2.5,216.556893,355.446878,2.0,0,3,216.556893,0.0,2007,2007,Renton,USA
2014-05-06,455000.0,5.0,2.5,208.10272,721.85631,1.0,0,3,124.49002,83.6127,1978,1978,Kirkland,USA
2014-05-06,610000.0,4.0,3.0,227.61235,939.899651,1.0,0,5,146.78674,80.82561,1967,1967,Bellevue,USA
2014-05-06,563000.0,4.0,3.0,287.9993,1438.13844,2.0,0,3,222.9672,65.0321,1996,1996,Kenmore,USA
2014-05-06,612500.0,4.0,2.0,191.38018,464.515,1.0,0,3,95.69009,95.69009,1949,2013,Seattle,USA
2014-05-06,218000.0,3.0,1.75,171.87055,713.866652,1.0,0,3,122.63196,49.23859,1979,2014,Federal Way,USA
2014-05-06,404000.0,4.0,1.75,170.94152,995.92016,1.0,0,3,89.18688,81.75464,1958,2004,Bellevue,USA
2014-05-06,860000.0,4.0,2.0,347.45722,3011.636551,2.0,0,3,347.45722,0.0,2000,2000,Redmond,USA
2014-05-06,136500.0,3.0,1.5,131.92226,797.10774,1.0,0,3,131.92226,0.0,1962,2003,Federal Way,USA
2014-05-06,313950.0,3.0,1.0,140.28353,565.128949,1.0,0,4,79.89658,60.38695,1940,2001,Seattle,USA
2014-05-06,575000.0,3.0,1.75,197.88339,603.8695,1.0,0,3,108.69651,89.18688,1954,2005,Seattle,USA
2014-05-06,1225000.0,4.0,2.25,324.23147,641.588118,2.0,0,4,211.81884,112.41263,1928,1928,Seattle,USA
2014-05-06,280000.0,3.0,1.75,151.43189,1096.2554,1.0,0,4,151.43189,0.0,1971,1971,North Bend,USA
2014-05-06,515000.0,3.0,2.5,166.29637,665.835801,2.0,0,3,166.29637,0.0,1989,1989,Sammamish,USA
2014-05-06,513000.0,4.0,2.5,185.806,528.060652,2.0,0,3,185.806,0.0,1996,1996,Kenmore,USA
2014-05-06,599000.0,4.0,2.25,209.96078,2780.58679,2.0,0,4,130.0642,79.89658,1977,1977,Bellevue,USA
2014-05-06,685000.0,4.0,2.5,281.49609,730.589192,2.0,0,3,281.49609,0.0,1999,1999,Sammamish,USA
2014-05-06,365000.0,3.0,1.5,121.70293,758.08848,1.0,0,3,121.70293,0.0,1950,2005,Seattle,USA
2014-05-06,762300.0,4.0,2.5,360.46364,1351.73865,2.0,0,3,360.46364,0.0,1987,2000,Sammamish,USA
2014-05-06,1580000.0,4.0,3.25,349.31528,1014.50076,1.5,0,5,222.9672,126.34808,1950,1950,Seattle,USA
2014-05-06,562000.0,5.0,2.25,282.42512,753.536233,2.0,0,3,282.42512,0.0,1984,1984,Redmond,USA
2014-05-06,530000.0,5.0,2.5,270.34773,895.213308,1.0,0,4,157.00607,113.34166,1964,1964,Bellevue,USA
2014-05-06,525000.0,3.0,2.5,275.92191,1113.442455,1.0,0,3,164.43831,111.4836,1995,1995,Sammamish,USA
2014-05-06,484000.0,2.0,1.75,154.21898,557.418,1.0,0,3,107.76748,46.4515,1942,1999,Seattle,USA
2014-05-06,725126.0,4.0,2.5,297.2896,1149.117207,2.0,0,3,297.2896,0.0,1998,2006,Newcastle,USA
2014-05-06,360000.0,4.0,2.0,248.98004,1743.603504,1.0,0,5,248.98004,0.0,1965,1965,Auburn,USA
2014-05-06,387000.0,3.0,1.0,114.27069,888.895904,1.0,0,5,114.27069,0.0,1962,1962,Newcastle,USA
2014-05-06,483500.0,4.0,2.5,254.55422,4248.639996,2.0,0,3,254.55422,0.0,1995,1995,Woodinville,USA
2014-05-06,655500.0,4.0,3.5,314.01214,773.88199,2.0,0,3,314.01214,0.0,2000,2000,Shoreline,USA
2014-05-06,345000.0,3.0,1.0,103.12233,580.64375,1.0,0,3,103.12233,0.0,1956,2001,Seattle,USA
2014-05-06,533000.0,5.0,2.75,167.2254,351.17334,1.5,0,3,130.0642,37.1612,1926,2003,Seattle,USA
2014-05-06,385000.0,3.0,1.75,176.5157,512.82456,1.0,0,3,118.91584,57.59986,1982,1982,Seattle,USA
2014-05-06,675000.0,2.0,1.0,86.39979,3388.915634,1.0,0,3,86.39979,0.0,1951,1994,Bellevue,USA
2014-05-06,197000.0,3.0,1.75,157.00607,718.604705,1.0,0,4,98.47718,58.52889,1976,1992,Auburn,USA
2014-05-06,485000.0,3.0,2.0,131.92226,379.04424,1.5,0,3,131.92226,0.0,1905,2013,Seattle,USA
2014-05-06,1870000.0,5.0,4.0,418.99253,1409.803025,2.0,0,3,418.99253,0.0,1969,2002,Mercer Island,USA
2014-05-06,295000.0,3.0,2.25,183.94794,743.224,1.0,0,4,144.92868,39.01926,1974,1974,Federal Way,USA
2014-05-06,499000.0,2.0,1.75,108.69651,222.9672,1.0,0,4,68.74822,39.94829,1903,1903,Seattle,USA
2014-05-06,1050000.0,3.0,2.5,204.3866,183.01891,2.0,0,3,149.57383,54.81277,2008,2008,Seattle,USA
2014-05-06,191000.0,3.0,1.5,74.3224,822.19155,1.0,0,4,74.3224,0.0,1959,1959,Federal Way,USA
2014-05-06,500000.0,3.0,2.5,137.49644,108.789413,3.0,0,3,137.49644,0.0,2006,2006,Seattle,USA
